"=""User Id""","=""Username""","=""Comment Id""","=""Comment Text""","=""Profile URL""","=""Profile Pic URL""","=""Date"""
"=""62340113584""","=""frieda4future""","=""18014138765486683""","=""❤❤❤🙌""","=""https://www.instagram.com/frieda4future""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/403638038_2060303977639572_8470316875254009339_n.jpg""","=""3/4/2024, 12:45:47 AM"""
"=""443158305""","=""nature_tania""","=""18396609784068881""","=""Okay new yorkkk""","=""https://www.instagram.com/nature_tania""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/434306158_1464812024386674_6756218818102785599_n.jpg""","=""3/4/2024, 1:30:05 AM"""
"=""443158305""","=""nature_tania""","=""17998431308289034""","=""Hawaii has it rigbt""","=""https://www.instagram.com/nature_tania""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/434306158_1464812024386674_6756218818102785599_n.jpg""","=""3/4/2024, 1:30:19 AM"""
"=""1617898787""","=""olderta92""","=""18033875845803676""","=""❤❤❤""","=""https://www.instagram.com/olderta92""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/10843935_320810901457595_733117927_a.jpg""","=""3/4/2024, 1:42:00 AM"""
"=""6624759302""","=""theoxygenproj""","=""18025146922978182""","=""🙌🩵""","=""https://www.instagram.com/theoxygenproj""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/106294942_310760276611140_6017180560855304643_n.jpg""","=""3/4/2024, 1:55:53 AM"""
"=""1428830926""","=""lluviassalvaje""","=""17999747837253529""","=""The ##stopecocide law is one of the most important laws in our world today. Environmental justice is long overdue. All countries on our planet should mandate this law""","=""https://www.instagram.com/lluviassalvaje""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/409694648_763646162463518_7063095872860408632_n.jpg""","=""3/4/2024, 3:29:57 AM"""
"=""5549336392""","=""art_sail""","=""18069005626489917""","=""👏👏""","=""https://www.instagram.com/art_sail""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/365308136_326608836361850_7965118488733449657_n.jpg""","=""3/4/2024, 4:36:53 AM"""
"=""8720217594""","=""moonmoon_reusables""","=""18249589078244691""","=""This is brilliant news 🙌""","=""https://www.instagram.com/moonmoon_reusables""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/80873104_831221533982466_8143700787164348416_n.jpg""","=""3/4/2024, 10:45:10 AM"""
"=""28170157008""","=""natureworkswondersuk""","=""17935944911806091""","=""@lluviassalvaje Totally agree with on this.""","=""https://www.instagram.com/natureworkswondersuk""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/82397564_196666961751185_8644594837663375911_n.jpg""","=""3/4/2024, 11:22:09 AM"""
"=""6768916598""","=""feniks_hudson""","=""18037924909699509""","=""Oh yeah. This is great news""","=""https://www.instagram.com/feniks_hudson""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/272271640_3069090906640145_5126270335722189404_n.jpg""","=""3/4/2024, 1:28:34 PM"""
"=""45391212446""","=""emmanuel.solvil""","=""17959415726720829""","=""Que tal, disculpa la molestia sabes si se rebasó el limite de 1.5 de forma permanente o es por el niño?""","=""https://www.instagram.com/emmanuel.solvil""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/438767071_671544021729416_7097817071873023205_n.jpg""","=""3/4/2024, 2:16:21 PM"""
"=""16614684""","=""jessicakleczka""","=""17868723105077661""","=""@emmanuel.solvil El Niño exacerbates the impacts of climate change - at the moment it’s temporary but we will most likely cross 1.5 in this decade. But with urgent and sustained action we can bring temperatures back down again, so it doesn’t have to be permanent!""","=""https://www.instagram.com/jessicakleczka""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/385278295_859528735785893_7268660673416748528_n.jpg""","=""3/4/2024, 2:18:22 PM"""
"=""9727819983""","=""earthed.co""","=""17857590639087895""","=""@jessicakleczka 🙌""","=""https://www.instagram.com/earthed.co""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/340505854_1176588119606621_6134329110818190752_n.jpg""","=""3/4/2024, 2:40:55 PM"""
"=""9727819983""","=""earthed.co""","=""18014491841485788""","=""What's not to love about this 💚💚💚💚 thank you""","=""https://www.instagram.com/earthed.co""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/340505854_1176588119606621_6134329110818190752_n.jpg""","=""3/4/2024, 2:41:18 PM"""
"=""222226096""","=""sabrina.schmidt84""","=""18039808294690005""","=""🙌""","=""https://www.instagram.com/sabrina.schmidt84""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/270070104_341792970741961_6298105102869369952_n.jpg""","=""3/4/2024, 3:18:35 PM"""
"=""6393169716""","=""the.occult.therapist""","=""18035362945687403""","=""😍😍😍🙌🙌🙌""","=""https://www.instagram.com/the.occult.therapist""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/394346601_620844266667232_2463485006562352830_n.jpg""","=""3/4/2024, 3:58:46 PM"""
"=""967581000""","=""mapoberg""","=""18038615572697800""","=""@jordanldoherty The SDG targets are not the climate targets, and that's what this post is referring to. The implementation of renewables (of PV more than anything) has been incredibly fast in the past 2 years, because the maturity of the technology is way ahead of the policies.""","=""https://www.instagram.com/mapoberg""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/79267620_481320069426324_3399088292589731840_n.jpg""","=""3/4/2024, 4:35:15 PM"""
"=""7656795848""","=""ranger_ginalee""","=""18136858321316559""","=""I really enjoy the weekly positive climate changes post. It helps keep the hope alive and also drives people to think more about what the government in their own country is doing or not doing and then that drives people to demand change.""","=""https://www.instagram.com/ranger_ginalee""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/31421717_308551289676793_5173423236293066752_n.jpg""","=""3/4/2024, 5:26:52 PM"""
"=""56705535394""","=""northcountryclimateclub""","=""17847783096142243""","=""I love this series more than anything else on Instagram. We go over these headlines in our group every week! It’s really the best way to instill positive energy about the climate crisis. I personally really appreciate the addition of the sources because I can easily find the full articles to learn more! Woohoo 🙌""","=""https://www.instagram.com/northcountryclimateclub""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/316913334_1567718907076111_97536807897849767_n.jpg""","=""3/4/2024, 7:53:58 PM"""
"=""16614684""","=""jessicakleczka""","=""18034147501803172""","=""@northcountryclimateclub thank you for your kind words, so happy to hear that 💚""","=""https://www.instagram.com/jessicakleczka""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/385278295_859528735785893_7268660673416748528_n.jpg""","=""3/4/2024, 8:01:58 PM"""
"=""2093289270""","=""carom.cares""","=""18418375918031356""","=""🙌🙌""","=""https://www.instagram.com/carom.cares""","=""https://scontent-ist1-2.cdninstagram.com/v/t51.2885-19/318015010_216224507422996_5729231356399349698_n.jpg""","=""3/4/2024, 8:34:21 PM"""
